0,the modern-day characters are nowhere near as vivid as the 19th-century ones .
0,a story which fails to rise above its disgusting source material .
0,the original wasn't a good movie but this remake makes it look like a masterpiece !
0,a tedious parable about honesty and good sportsmanship .
0,flaccid drama and exasperatingly slow journey .
0,works better in the conception than it does in the execution . . . winds up seeming just a little too clever .
0,"purports to be a hollywood satire but winds up as the kind of film that should be the target of something deeper and more engaging . oh , and more entertaining , too ."
0,"a chilly , remote , emotionally distant piece . . . so dull that its tagline should be : 'in space , no one can hear you snore . '"
0,it has all the excitement of eating oatmeal .
0,"the final result makes for adequate entertainment , i suppose , but anyone who has seen chicago on stage will leave the theater feeling they've watched nothing but a pale imitation of the real deal ."
0,"you come away thinking not only that kate isn't very bright , but that she hasn't been worth caring about and that maybe she , janine and molly -- an all-woman dysfunctional family -- deserve one another ."
0,"care deftly captures the wonder and menace of growing up , but he never really embraces the joy of fuhrman's destructive escapism or the grace-in-rebellion found by his characters ."
0,a workshop mentality prevails .
0,no telegraphing is too obvious or simplistic for this movie .
0,"the film has the thrown-together feel of a summer-camp talent show : hastily written , underrehearsed , arbitrarily plotted and filled with crude humor and vulgar innuendo ."
0,nearly all the fundamentals you take for granted in most films are mishandled here .
1,"shot largely in small rooms , the film has a gentle , unforced intimacy that never becomes claustrophobic ."
1,"lan yu seems altogether too slight to be called any kind of masterpiece . it is , however , a completely honest , open-hearted film that should appeal to anyone willing to succumb to it ."
1,"film can't quite maintain its initial momentum , but remains sporadically funny throughout ."
1,"it's hard to fairly judge a film like ringu when you've seen the remake first . many of the effective horror elements are dampened through familiarity , [yet] are worthwhile ."
1,the best way to describe it is as a cross between paul thomas anderson's magnolia and david lynch's mulholland dr .
1,hashiguchi uses the situation to evoke a japan bustling atop an undercurrent of loneliness and isolation .
1,"crackerjack entertainment -- nonstop romance , music , suspense and action ."
1,"famuyiwa's feature deals with its subject matter in a tasteful , intelligent manner , rather than forcing us to endure every plot contrivance that the cliché-riddled genre can offer ."
1,"there are times when you wish that the movie had worked a little harder to conceal its contrivances , but brown sugar turns out to be a sweet and enjoyable fantasy ."
1," "" brown sugar "" admirably aspires to be more than another "" best man "" clone by weaving a theme throughout this funny film ."
1,escapism in its purest form .
1,"the script is smart , not cloying ."
1,"the best didacticism is one carried by a strong sense of humanism , and bertrand tavernier's oft-brilliant safe conduct ( "" laissez-passer "" ) wears its heart on its sleeve ."
1,"methodical , measured , and gently tedious in its comedy , secret ballot is a purposefully reductive movie -- which may be why it's so successful at lodging itself in the brain ."
1,changing lanes is an anomaly for a hollywood movie ; it's a well-written and occasionally challenging social drama that actually has something interesting to say .
1,[it's] a clever thriller with enough unexpected twists to keep our interest .
0,predictably soulless techno-tripe .
0,"contains all the substance of a twinkie -- easy to swallow , but scarcely nourishing ."
0,indifferently implausible popcorn programmer of a movie .
0,the movie is a little tired ; maybe the original inspiration has run its course .
0,[u]nrelentingly stupid .
0,"a very long movie , dull in stretches , with entirely too much focus on meal preparation and igloo construction ."
0,"a particularly joyless , and exceedingly dull , period coming-of-age tale ."
0,a film that plays things so nice 'n safe as to often play like a milquetoast movie of the week blown up for the big screen .
0,"it doesn't take a rocket scientist to figure out that this is a mormon family movie , and a sappy , preachy one at that ."
0,it tells more than it shows .
0,"[lin chung's] voice is rather unexceptional , even irritating ( at least to this western ear ) , making it awfully hard to buy the impetus for the complicated love triangle that develops between the three central characters ."
0,a selection of scenes in search of a movie .
0,far more enjoyable than its predecessor .
0,"the movie doesn't generate a lot of energy . it is dark , brooding and slow , and takes its central idea way too seriously ."
0,exploring value choices is a worthwhile topic for a film -- but here the choices are as contrived and artificial as kerrigan's platinum-blonde hair .
0,"instead of hiding pinocchio from critics , miramax should have hidden it from everyone ."
1,"watching this film , one is left with the inescapable conclusion that hitchens' obsession with kissinger is , at bottom , a sophisticated flower child's desire to purge the world of the tooth and claw of human power ."
1,the film has a terrific look and salma hayek has a feel for the character at all stages of her life .
1,i liked this film a lot . . .
1,this movie got me grinning . there's a part of us that cannot help be entertained by the sight of someone getting away with something .
1,it's stylishly directed with verve . . .
1,"few films have captured the chaos of an urban conflagration with such fury , and audience members will leave feeling as shaken as nesbitt's cooper looks when the bullets stop flying ."
1,"henry bean's thoughtful screenplay provides no easy answers , but offers a compelling investigation of faith versus intellect"
1,"scotland looks wonderful , the fans are often funny fanatics , the showdown sure beats a bad day of golf ."
1,"below may not mark mr . twohy's emergence into the mainstream , but his promise remains undiminished ."
1,"as the movie traces mr . brown's athletic exploits , it is impossible not to be awed by the power and grace of one of the greatest natural sportsmen of modern times ."
1,funny and also heartwarming without stooping to gooeyness .
1,ferrara's strongest and most touching movie of recent years .
1,"the funny thing is , i didn't mind all this contrived nonsense a bit ."
1,"qutting may be a flawed film , but it is nothing if not sincere ."
1,"the movie ultimately relies a bit too heavily on grandstanding , emotional , rocky-like moments . . . but it's such a warm and charming package that you'll feel too happy to argue much ."
1,some people want the ol' ball-and-chain and then there are those who just want the ball and chain .