1,"this is the story of nat banks , an 8th generation virginian gentleman farmer living in the past , who loses his family farm , greenwood , to a pair of land speculators from washington , d . c ."
1,"the film is an homage to power , strength and individualism ."
1,"needless to say , both carlos and mickey are burning to get out of the heights ."
1,"the quest takes him to the mountains of north carolina , the beaches of the dominican republic , the islands off of ireland , the gardens of japan and the holy land of india ."
1,"for the past seven years mel bishop , a cold-blooded old west outlaw , had rotted away in a filthy mexican prison ."
1,"after baptizing their amnesiac boy-toy chris , the infamous pair takes him on a grand tour of their wild nightlife frolic , their spontaneous media extravaganza and their dazzling diva lifestyle in order to help him find his identity and his way home ."
1,dr . evil and mini-me have somehow escaped from a maximum security prison and the duo team up with goldmember .
1,there are two distince paths in life good vs . evil .
1,"he is still famous , although still disliked by snape , malfoy , and the rest of the slytherins ."
1,but even greater dangers lie ahead when jim discovers that his trusted friend silver is actually a scheming pirate with mutiny on his mind .
1,"arrested and imprisoned in a juvenile detention facility , leland comes in contact with an aspiring writer and prison teacher , pearl madison ( cheadle ) ."
1,"rather than spreading good cheer , the duo's motive is to rob each establishment , a strategy that becomes complicated when they encounter an 8-year-old who teaches them the true meaning of christmas ."
1,"we find elvis ( bruce campbell ) as an elderly resident in an east texas rest home , who switched identities with an elvis impersonator years before his "" death "" , then missed his chance to switch back ."
1,the two are catapulted into the chase of their lifetimes in pursuit of the kidnapped professor and the lost temple .
1,"one sunday , while all the town , including his wife and son , are piously praying mass , a miracle occurs ."
1,"a mafia don ( om puri ) dies and leaves behind such a will which starts an unending war between guru gulab khatri ( akshay kumar ) , don's son-in law and vikrant ( rahul dev ) , don's only son ."
0,the corpse count ultimately overrides what little we learn along the way about vicarious redemption .
0,the film is an enjoyable family film -- pretty much aimed at any youngster who loves horses .
0,"the question hanging over the time machine is not , as the main character suggests , 'what if ? ' but rather , 'how can you charge money for this ? '"
0,"first-time writer-director serry shows a remarkable gift for storytelling with this moving , effective little film ."
0,photographed with melancholy richness and eloquently performed yet also decidedly uncinematic .
0,"a sham construct based on theory , sleight-of-hand , and ill-wrought hypothesis ."
0," "" one look at a girl in tight pants and big tits and you turn stupid ? "" um . . isn't that the basis for the entire plot ?"
0,"parker probably thinks he's shaking up a classic the way kenneth branagh and baz luhrmann have , but this half-hearted messing-about just makes us miss wilde's still-contemporary play ."
0,"almost nothing else -- raunchy and graphic as it may be in presentation -- is one-sided , outwardly sexist or mean-spirited . and in a sense , that's a liability ."
0,"been there , done that , liked it much better the first time around - when it was called the professional ."
0,too bad maggio couldn't come up with a better script .
0,a stylish cast and some clever scripting solutions help chicago make the transition from stage to screen with considerable appeal intact .
0,a polished and vastly entertaining caper film that puts the sting back into the con .
0,"the characters , cast in impossibly contrived situations , are totally estranged from reality ."
0,you'll have more fun setting fire to yourself in the parking lot . you'll be more entertained getting hit by a bus .
0,a film that will probably please people already fascinated by behan but leave everyone else yawning with admiration .
0,will anyone who isn't a fangoria subscriber be excited that it hasn't gone straight to video ?
0,"this is a stunning film , a one-of-a-kind tour de force ."
0,"portentous and pretentious , the weight of water is appropriately titled , given the heavy-handedness of it drama ."
0,"this bold and cathartic drama deserves to be experienced by those who cherish intimate dramas about individuals struggling against all odds to practice love , compassion , and forgiveness ."
0,"even by dumb action-movie standards , ballistic : ecks vs . sever is a dumb action movie ."
0,"without resorting to hyperbole , i can state that kissing jessica stein may be the best same-sex romance i have seen ."
0,"on the surface a silly comedy , scotland , pa would be forgettable if it weren't such a clever adaptation of the bard's tragic play ."
0,the new version isn't just endless . it heightens the deeply conservative spirit of giuseppe tornatore's fable in a surprising new way .
0,"anyone not into high-tech splatterfests is advised to take the warning literally , and log on to something more user-friendly ."
0,this follow-up boasts most of the felicities of the original .
0,a sluggish pace and lack of genuine narrative hem the movie in every bit as much as life hems in the spirits of these young women .
0,"the stripped-down dramatic constructs , austere imagery and abstract characters are equal parts poetry and politics , obvious at times but evocative and heartfelt ."
0,"a big , baggy , sprawling carnival of a movie , stretching out before us with little rhyme or reason ."
0,aside from stumbling over some clunky visual metaphors guzmбn does a decent job of telling a story many outside chile simply don't know .
0,a lyrical if sluggish excursion set in war-torn iranian kurdistan .
0,"the film's trailer also looked like crap , so crap is what i was expecting ."
1,"just when it seems martha's influence may be having a favorable effect on greg's attitude , his old ways win out ."
1,"but as each retreats into their private worlds of fantasy , a much more lively story unfolds - a story of confrontations that should have happened , of secrets that need to be revealed ."
1,"will he become a grandfather , surrounded by the love and support of a family or will he retreat into his world of memories and lost opportunities ?"
1,"the story takes place over the course of a day , when the couples get together for an afternoon of dining , drinking , and hot tubbing ."
1,"20 , 000 years before , our planet is entering an ice age ."
1,"only a little later , johnathan's life is already in extreme danger as well as those of his friends and teammates ."
1,during the hunt fedot meets his love marusya - the magical bird-woman .
1,but the record industry has passed them by^&#197 ; so has the general public whose musical tastes are continually changing .
1,the documentary also describes the deployment era of the regulus submarines ( 1958-1964 ) .
1,a demand for money is made and the men wait for payment .
1,a band of college students go to a rave on a mysterious island and get more than they bargained for when they find themselves stalked by killer zombies and terrifying creatures intent on feasting on the flesh of the living .
1,"lando , frustrated with isabel's conservatism and idealism , turns his attention to clara , which irked isabel ."
1," ( hamlet ) privilege seeks to produce a subliminal confrontation with its ever-shifting subject matter , much as the body is reputed to create vortexes of healing and repose in response to traumas ."
1,"in betsy , she finds a dark mirror of herself - a lonely , angry , complex woman whose own troubled past proves disturbingly close to her own ."
1,"the course of their experiences ultimately involves with sammy boi , an aggressive rapper caught in a bad contract while on of his songs is a major radio hit ; joan vicks , a devious a&#38 ; r executive for viewpointe records , randy tigge , a drug addicted , cross-dressing rock star ; and michael dileo , the chairman of viewpointe record , who some simply call satan ."
1," "" what's more important your experiences or your memories of them ? """
0,"there's a heavy stench of 'been there , done that' hanging over the film . it's everything you'd expect -- but nothing more ."
0,"the most memorable moment was when green threw medical equipment at a window ; not because it was particularly funny , but because i had a serious urge to grab the old lady at the end of my aisle's walker and toss it at the screen in frustration ."
0,craig bartlett and director tuck tucker should be commended for illustrating the merits of fighting hard for something that really matters .
0,"the heart of the film is the drop dead sexy drea de matteo who , as the mother and real head of the family , commands every scene ."
0,"it is , by conventional standards , a fairly terrible movie . . . but it is also weirdly fascinating , a ready-made eurotrash cult object . it is also , at times , curiously moving ."
0,this riveting world war ii moral suspense story deals with the shadow side of american culture : racial prejudice in its ugly and diverse forms .
0,turns out to be much more complex than the originally released gem .
0,a movie that tries to fuse the two 'woods' but winds up a bolly-holly masala mess .
0,"in its ragged , cheap and unassuming way , the movie works ."
0," "" 13 conversations "" holds its goodwill close , but is relatively slow to come to the point ."
0,"written , flatly , by david kendall and directed , barely , by there's something about mary co-writer ed decter ."
0,"may not have generated many sparks , but with his affection for astoria and its people he has given his tale a warm glow ."
0,"boasting the best sword-fighting sequences to hit the screen in many years , it is so enjoyably old-fashioned it even looks as if it were made in the '70s ."
0,"there are moments in this account of the life of artist frida kahlo that are among cinema's finest this year . unfortunately , they're sandwiched in between the most impossibly dry account of kahlo's life imaginable ."
0,"i liked the movie , but i know i would have liked it more if it had just gone that one step further . i'm left slightly disappointed that it didn't ."
0,"the screenplay is hugely overwritten , with tons and tons of dialogue -- most of it given to children ."
1,will tom be able to persuade his naturally cautious and terminally confused fianc&#233 ; e to work through all the damage and chaos ?
1,"at the end of the worst day of his life , bruce angrily ridicules and rages against god and god responds ."
1,when the skittish emma finds blood on her pillow why does she still stay behind ?
1,the plan slowly unravels when sarah and her lover suspect that her husband has found out .
1,two brothers choose the opposite sides in a civil war of a small country .
1,"events go from tragic to dangerous as racism , paranoia , and a secret mistress come into play ."
1,"in an isolated town named raccoon city , the largest corporate supplier of healthcare , medical supplies , and defense technology has a secret research facility located half a mile underground called the hive ."
1,"after listening to looser friends talk about what silvester stallone would do in his situation , the postal worker decides to buy a ticket to china and follow his love to her home ."
1,a man ( phillipe ) awakens in a hospital not recalling the last two years as he begins to find out things from his past he discovers his ability to move from the year 2002 to the year 1999 .
1,witt plays a young harvard graduate who also represents grant's character .
1,the elders hope to return home quickly but their new friend has other plans .
1,craig and day day have finally moved out of their parents houses and into their own crib .
1,he stays at the guesthouse without accepting any lodgers and has created his own world avoiding contact with others .
1,he's a rockabilly star who's a legend both because of his great hits and because he gave up music very young when his brother was killed .
1,"an observation and reflection on contemporary life in the uk from a director with unique eclectic vision , a poetical attempt at defining what it is to live in this country ."
1,"in awe of seductive club singer velma kelly ( who is subsequantly arrested for the murder of her husband and sister - after discovering their affair ) , roxie meets fred cassely a man who convinces her he can 'make her showbiz career take off' ."
0,the pace of the film is very slow ( for obvious reasons ) and that too becomes off-putting .
0,the gags that fly at such a furiously funny pace that the only rip off that we were aware of was the one we felt when the movie ended so damned soon .
0,labute's careful handling makes the material seem genuine rather than pandering .
0,chabrol has taken promising material for a black comedy and turned it instead into a somber chamber drama .
0,"'[sex and lucia]is so seductive and profound , it's as if we're witnessing a greek myth coil and flower . . . '"
0,there has to be a few advantages to never growing old . like being able to hit on a 15-year old when you're over 100 .
0," "" mr . deeds "" is suitable summer entertainment that offers escapism without requiring a great deal of thought ."
0,"shows that jackie chan is getting older , and that's something i would rather live in denial about"
0,what could have been a pointed little chiller about the frightening seductiveness of new technology loses faith in its own viability and succumbs to joyless special-effects excess .
0,[t]he film is never sure to make a clear point Ц even if it seeks to rely on an ambiguous presentation .
0,it has become apparent that the franchise's best years are long past .
0,"off the hook is overlong and not well-acted , but credit writer-producer-director adam watstein with finishing it at all ."
0,an incoherent jumble of a film that's rarely as entertaining as it could have been .
0,"the acting is just fine , but there's not enough substance here to sustain interest for the full 90 minutes , especially with the weak payoff ."
0,"it's a square , sentimental drama that satisfies , as comfort food often can ."
0,nair does capture the complexity of a big family and its trials and tribulations . . .
1,"only nurse bloom knows the spells to ensure that the child will see benevolent spirits , not evil ones , but she hasn't bargained for lena's mother , who scoffs at 'old time ideas' and discreetly disposes of the special tea the nurse has brewed ."
1,"an engineer creates the ultimate weapon in a battle against aliens , only to be suspected as an alien himself ."
1,a boy named frank ( pidgeon ) and his sister caroline ( podbielska ) find themselves in attic town after investigating strange noises coming from the house top .
1,"the tale unfolds as a group of hustlers encounter "" the dean "" and pull off a successful sting that results in their pursuit by a vengeful gangster ."
1,a story about a troubled genius who attempts to build a magnetic engine in hopes of greatly reducing the worlds consumption of fossil fuels and electricity .
1,but it seems they are brought back as one for more than just solving a case .
1,"a slick new york publicist ( farrell ) who picks up a ringing receiver in a phone booth is told that if he hangs up , he'll be killed . . ."
1,"but on the wedding day , they also sign a divorce agreement which is effective one year after their marriage ."
1,"but all four are having trouble dealing with it , and steve has a job offer in san francisco ."
1,"as they make their way to the city from suburban pennsylvania , april must endure a comedy of errors - like finding out her oven doesn't work - in order to pull off the big event ."
1,a bounty hunter is on the trail of a conman who skipped bail .
1,"mirabelle falls in love with the glamorous ray , and her life takes a magical turn , but eventually she realizes that she must empower herself and make a choice between them ."
1,"as night falls , the terrified group of young athletes must fight their own fears and prejudices and come together in a seemingly hopeless struggle asainst a winged nightmare , hellbent on stockpiling as many victims as it can on the ultimate night of its grizzly , ritual feast ."
1,"freddy krueger ( robert englund ) is desparate to kill , but he can't since the parents of elm street have been doping their kids up with dream suppressants ."
1,he is increasingly tormented by his conscience as the new order of the day is revealed .
1,"when lapd computer expert peter fowler investigates the killing of an old man in chinatown , he finds the only witness is his dog , cho cho ."